subjectID,yr,lnPubs,gini,rnkCor,p01Pct,mdn01
40,1986,3.6594408,.1951669,.26207647,.043811612,6
40,1987,3.6795187,.1931769,,.041832253,9
40,1988,3.6848454,.20187163,.34007338,.020661157,3
40,1989,3.6689448,.19170626,.3582004,.021431632,7
40,1990,3.7412305,.22521885,.60580564,.036291055,15
40,1991,3.7484207,.21343844,.65974766,.089237906,8
40,1992,3.7834034,.2365032,.548747,.098797955,7.5
40,1993,3.8066547,.23851529,.60474956,.062431715,5
40,1994,3.7857568,.24096081,.51074797,.065509334,3
40,1995,3.8491123,.2292975,.50287181,.099079974,9
40,1996,3.8772562,.24763244,.43186525,.10612895,4.5
40,1997,3.8905888,.24829993,.69271195,.10292037,7.5
40,1998,3.9837615,.26469874,,.093428835,5
40,1999,3.9302356,.26969498,.49933046,.11742602,7
40,2000,3.9167171,.26061413,.42512047,.10902483,6
40,2001,3.9159272,.26260278,.46284461,.097087376,5.5
40,2002,3.9041743,.27680603,.4662618,.13715711,7
40,2003,3.9949327,.28111628,.345566,.1315257,5
40,2004,3.9759371,.28192693,.42125681,.073987953,8
40,2005,4.029181,.29266581,.46202186,.1028518,6
40,2006,4.024116,.29432082,.23607977,.037839372,5.5
40,2007,4.0893397,.31838861,.61891663,.0081406711,7
40,2008,4.0991626,.30953342,.56028634,.0079586152,4
40,2009,4.1104212,.30303013,.58365321,.046529662,3
40,2010,4.1155105,.30483788,.67779201,.015329194,3.5
40,2011,4.1389971,.3030563,.56837696,0,
40,2012,4.1502342,.29987609,.59995121,.014151277,.5
40,2013,4.1631317,.29291597,.60723364,.0068686036,1
40,2014,4.1775365,.29957893,.49534672,0,
40,2015,4.1337624,,,0,
41,1960,3.0102999,.15335673,,0,
41,1961,3.0722499,.21793798,,.16934802,5
41,1962,3.0951693,.22698137,.26693973,.40160644,6
41,1963,3.1970048,.24006394,,.25412962,8
41,1964,3.2743888,.24977669,,.21265285,5
41,1965,3.2203696,.29429421,.22819853,.48163757,7.5
41,1966,3.2857823,.28615052,.29677445,.25893319,7
41,1967,3.3070679,.29789627,.12299608,.19723865,2.5
41,1968,3.3362596,.30707079,.31875628,.36883357,4
41,1969,3.379668,.2952382,.36223713,.041718815,11
41,1970,3.5054214,.28628069,.38518956,.093691446,2
41,1971,3.5475285,.28019863,.18491358,.11337868,2
41,1972,3.6557145,.32709977,.3009215,.044189129,7.5
41,1973,3.6822352,.31338564,.42591116,.207857,5
41,1974,3.7313471,.32698187,.55347002,.2413217,6
41,1975,3.7503541,.31691775,.56604701,.088841505,3
41,1976,3.7745171,.32580426,.60656899,.15126051,4
41,1977,3.7764833,.31098673,.68642437,.083654009,4
41,1978,3.7670074,.30220282,.54311693,.085499316,4
41,1979,3.7813964,.30476192,.61596268,.082712986,2
41,1980,3.8198071,.30032977,.54529196,.10599636,4
41,1981,3.8287888,.3154538,.4985126,.13349155,4
41,1982,3.8029106,.31601089,.49992204,.31486145,4
41,1983,3.877141,.3172811,.56491899,.19904459,5
41,1984,3.8881795,.32149056,.45943895,.15523933,3
41,1985,3.8929846,.32410842,.69342041,.14073695,3
41,1986,3.8836048,.32591933,.48845991,.078441627,3.5
41,1987,3.9240208,.31960738,.64937246,.15485407,4
41,1988,3.9278834,.32934859,.59337872,.094451003,2.5
41,1989,3.900804,.31698817,.60293424,.13822569,3
41,1990,3.9445813,.32615981,.64841521,.10224949,3
41,1991,3.9688563,.32196617,.49633387,.12892136,5
41,1992,3.9596138,.32312164,.7050845,.087796316,4.5
41,1993,3.9554472,.32599553,.63412547,.088642657,6.5
41,1994,3.9569843,.32538849,.54154015,.1324942,3.5
41,1995,3.9843023,.33285466,.61461693,.10368066,4.5
41,1996,4.018867,.33976811,.62765127,.14362313,3
41,1997,4.0050945,.33997473,.68655628,.14825064,4
41,1998,4.0140162,.34680688,.80001783,.18396592,3
41,1999,4.0531554,.33467484,.59148604,.088479914,3
41,2000,4.0289779,.33384889,.63482201,.13096352,3.5
41,2001,4.0602446,.33819762,.59860432,.078342617,4
41,2002,4.0272274,.33519271,.70929754,.15027708,3
41,2003,4.0645328,.34893408,.76224834,.14652646,3
41,2004,4.0693722,.34599793,.72515488,.11080804,3
41,2005,4.0660276,.35122386,.71119988,.085895896,3
41,2006,4.0771136,.35856271,.64316475,.13396969,2
41,2007,4.0796876,.36821976,.72093236,.14150158,4
41,2008,4.0902934,.37186155,.77256942,.097473808,2.5
41,2009,4.1225109,.39135799,.79935074,.17346708,2
41,2010,4.1086664,.37409398,.75820172,.077863425,3
41,2011,4.1167073,.38413462,.8183648,.038217533,2
41,2012,4.1267481,.37882087,.70494336,.022406453,2
41,2013,4.1526856,.38395661,.75944972,.03517906,1
41,2014,4.1641746,.3683984,.67885256,0,
41,2015,4.0971532,,,0,
42,1960,2.5263393,.19304921,,0,
42,1961,3.0406024,.24915317,,.18214937,12.5
42,1962,3.089905,.22003372,,0,
42,1963,3.0934217,.20893179,,.16129032,6.5
42,1964,3.1149445,.20403969,.39809349,.15349194,10.5
42,1965,3.3449814,.26116848,,.13556258,12
42,1966,3.396548,.25273752,.38004726,.12038523,0
42,1967,3.391288,.26099896,.3487635,.081234768,1
42,1968,3.4323277,.25364146,.098171487,.073909827,5.5
42,1969,3.4318461,.26752532,.30272058,.073991857,2
42,1970,3.3933997,.25579205,.44314343,.12126111,0
42,1971,3.4276483,.24778961,,.22413149,0
42,1972,3.4187982,.27155846,.47171307,.15249714,2
42,1973,3.4073908,.24186468,,.15655577,.5
42,1974,3.4111145,.23091738,,.11641444,7
42,1975,3.4234097,.21717107,.68309414,.18860807,2
42,1976,3.4350476,.24148755,,.036724202,7
42,1977,3.4670157,.241735,.15309756,.068236098,4.5
42,1978,3.4944329,.23268498,.41806614,.128123,.5
42,1979,3.5062344,.21152042,,.12468828,6
42,1980,3.4996872,.21198826,.23983176,.12658228,0
42,1981,3.5404546,.21886425,.027037665,.17286085,0
42,1982,3.5596673,.21893856,.2774747,.082690187,3
42,1983,3.5253041,.19878159,.29599187,.32816228,2
42,1984,3.5776067,.22049613,.29270652,.15868817,4.5
42,1985,3.5659659,.22464995,.24666576,.21733224,2
42,1986,3.596817,.21840727,,.12651822,3
42,1987,3.6865468,.22648223,.48308834,.1234822,1.5
42,1988,3.5882716,.21562389,,.28387097,3
42,1989,3.5724068,.21723996,.25930744,.16059957,1.5
42,1990,3.5680842,.23468982,.38724178,.21627466,2
42,1991,3.6060588,.23612139,.21603628,.19816695,2
42,1992,3.6846659,.25948572,.39053097,.14468789,2
42,1993,3.6378899,.26232755,.20954601,.046040516,4.5
42,1994,3.6493349,.26066452,.59348327,.11210762,1
42,1995,3.6972294,.27360287,.39137536,.14056225,1
42,1996,3.7546542,.28152588,.28410295,.070372976,2.5
42,1997,3.7164207,.26545861,.42636403,.11527377,3
42,1998,3.73054,.28262475,.47011358,.11158638,1.5
42,1999,3.7850449,.27898833,.44142914,.2296588,2
42,2000,3.7490404,.27369595,.21947294,.19604349,3
42,2001,3.7498136,.26516956,.524584,.071161717,1.5
42,2002,3.8305886,.28434992,.39761344,.10339734,2
42,2003,3.842921,.29981637,.48369774,.18664752,2
42,2004,3.9151359,.32221621,.39927328,.15805471,2
42,2005,3.9525988,.32787722,.43959585,.14499219,3
42,2006,4.0159044,.33462638,.64144528,.11568495,2
42,2007,4.0458703,.32633778,.5269106,.13496491,3
42,2008,4.1085987,.33484676,.3324118,.11681333,2
42,2009,4.1447296,.34115922,.62070471,.028663561,2
42,2010,4.1690569,.33848369,.72831184,.12195949,2
42,2011,4.2237816,.34755969,.61369997,.053760231,2
42,2012,4.2005496,.34885025,,.056714348,2
42,2013,4.2043371,.34878039,.58060801,.01874063,1
42,2014,4.1890969,.33884478,.72897595,.0064699794,0
42,2015,4.1460972,,,0,
43,1960,3.983175,.23299028,,.15592515,1
43,1961,4.0797601,.29683781,,.22470041,2
43,1962,4.0965972,.3336232,-.1228661,.072051875,3
43,1963,4.1313939,.33579999,.15712947,.15517624,2
43,1964,4.1518908,.33211318,.276373,.1127793,4.5
43,1965,4.2686481,.34006783,.45361167,.070031784,3
43,1966,4.2847013,.33415267,.57770687,.067490399,1
43,1967,4.3175201,.3475132,.63077992,.057764512,5
43,1968,4.3025255,.35709381,.47652248,.10463899,3
43,1969,4.3898745,.35051504,.65091139,.040749796,2
43,1970,4.4038925,.33421609,.55877388,.074965477,3
43,1971,4.4378772,.33862105,.32229301,.087565675,2.5
43,1972,4.4084606,.34463885,.58293641,.078085348,3.5
43,1973,4.3851233,.32231185,.49227744,.041198038,2.5
43,1974,4.3624258,.31634444,.53455859,.043408431,2
43,1975,4.3651886,.30807909,.68006814,.086266391,2
43,1976,4.369216,.30686316,.54812741,.055555556,3
43,1977,4.3889356,.30665264,.30988324,.069424592,3
43,1978,4.3965483,.30585346,.46720219,.052166935,3
43,1979,4.4489846,.30222106,.61779678,.074685253,2
43,1980,4.3998294,.30062884,.4374198,.099565893,3
43,1981,4.3889709,.29207963,.72906107,.093919717,3
43,1982,4.420352,.30135071,.63817769,.056982223,3
43,1983,4.4467854,.30009815,.46630189,.060766373,3
43,1984,4.4446068,.29887798,.44058222,.068256937,3
43,1985,4.4641614,.30566078,.53732383,.05838313,2
43,1986,4.4699988,.30368242,.43076611,.03049607,2
43,1987,4.5068564,.30508804,.61895615,.056029383,4
43,1988,4.5081797,.31172302,.43723932,.062065542,2
43,1989,4.4841146,.30680165,.76481891,.068881817,3
43,1990,4.5021539,.31253824,.63917321,.066079296,2
43,1991,4.5006208,.31121349,.60196191,.069470756,3
43,1992,4.5247855,.32760233,.68597907,.047789726,2.5
43,1993,4.5039134,.33588505,.65210474,.040740855,4
43,1994,4.5274882,.33479592,.81298256,.047493245,2.5
43,1995,4.5312619,.33877242,.72255063,.050025012,2
43,1996,4.5516086,.36204952,.76556027,.050543342,3
43,1997,4.5876098,.36111838,.55417371,.041353285,2
43,1998,4.5822906,.36094829,.76951957,.057561487,3
43,1999,4.5718718,.35627934,.55657494,.040199388,2
43,2000,4.5991621,.37584156,.78886765,.057884935,3
43,2001,4.6147494,.38400888,.71433777,.082552321,2.5
43,2002,4.628767,.3942804,.58093792,.047017891,2.5
43,2003,4.661396,.40088087,.7813735,.030530356,4
43,2004,4.6732974,.40781447,.78178304,.046679396,3
43,2005,4.7082424,.4307622,.76913226,.062648058,3
43,2006,4.7502151,.4300451,.80366325,.042657565,2.5
43,2007,4.7520485,.44225955,.73681724,.061946902,2
43,2008,4.7742176,.45941946,.84356886,.065591417,2
43,2009,4.7796831,.4689005,.78077883,.074735932,2
43,2010,4.7732892,.48688808,.66612202,.065731816,2
43,2011,4.8246789,.50580913,.73426843,.04042824,2
43,2012,4.8753624,.51511329,.74014467,.055961199,1
43,2013,4.8904042,.51719415,.6028437,.015444612,1
43,2014,4.9291224,.53104848,.76277292,0,
43,2015,4.8133273,,,0,
44,1960,3.3248994,.18708487,,0,
44,1961,3.4771214,.21752205,,.13333334,5.5
44,1962,3.4646385,.23628464,.018506981,.30874786,2
44,1963,3.5040629,.24655998,.210043,.31328321,4.5
44,1964,3.5834255,.25503856,.13711758,.28705636,3
44,1965,3.6634183,.26390961,.097168915,.26047319,4
44,1966,3.7838321,.2900323,.19378872,.065800294,3.5
44,1967,3.8035254,.2868098,.5589273,.09432479,6.5
44,1968,3.8528459,.30217525,.38679281,.25259614,3.5
44,1969,3.8226256,.27426451,.13941506,.21062133,3.5
44,1970,3.919235,.27789757,.36352453,.26496446,1
44,1971,3.9590414,.28820437,.22989589,.13186814,4
44,1972,3.9608512,.27835876,,.10943314,4
44,1973,3.9390697,.2701087,.49220914,.1840985,2
44,1974,3.9503648,.26799592,.40962332,.28026906,4
44,1975,3.9635046,.26628536,.50073004,.21753317,3
44,1976,3.9947131,.27233785,.35747525,.12146978,4
44,1977,3.9952841,.27780449,.53977323,.16174686,2.5
44,1978,3.9890938,.27228314,.42840609,.16406891,3.5
44,1979,4.010088,.26821491,.461564,.14655593,2
44,1980,4.0026412,.26650903,.46670541,.13915117,4
44,1981,4.024075,.27526408,.75424927,.14191107,5
44,1982,4.0247321,.27597234,.7109859,.17948234,3
44,1983,4.0509596,.28394228,.63182759,.13339262,4
44,1984,4.0497994,.27988485,.5929141,.13374944,3
44,1985,4.0599799,.28886241,.69141191,.11323056,3
44,1986,4.0389776,.28985795,.70847344,.11884084,5
44,1987,4.0580082,.28810474,.7995792,.13124508,3
44,1988,4.0707026,.30041575,,.067980967,3
44,1989,4.0709977,.30047384,.46304232,.084918477,2.5
44,1990,4.1113296,.31419733,.7594201,.1547748,4
44,1991,4.1536627,.32073772,.73198664,.10530011,2
44,1992,4.1302371,.33060488,.75359064,.14077203,3
44,1993,4.1673765,.332766,.74096674,.088423342,3
44,1994,4.168026,.34036258,.72568148,.10187449,2
44,1995,4.18364,.3339293,.55861008,.052414335,3
44,1996,4.2028966,.34397915,.69907099,.11908492,3
44,1997,4.2058268,.34782615,.61618412,.080931336,2
44,1998,4.213305,.35233626,.73071992,.15298004,3
44,1999,4.2255678,.34598711,.6688695,.15466984,2
44,2000,4.2273211,.3458015,.74057114,.17182131,2
44,2001,4.2327418,.35033515,.68507969,.14628437,3
44,2002,4.244772,.35644326,.78336817,.17643711,3
44,2003,4.2545481,.35824662,.72536701,.17250974,3
44,2004,4.274158,.3598876,.73502868,.14361702,3
44,2005,4.2887187,.3687447,.77080715,.15945682,2
44,2006,4.3087993,.37587088,.63054049,.14242916,3
44,2007,4.3068323,.37238556,.72497141,.17267749,2
44,2008,4.3075604,.37543979,.72502542,.10835837,2
44,2009,4.3196058,.37918133,.55311614,.10060363,2
44,2010,4.314415,.37243968,.6761629,.12120625,2
44,2011,4.331933,.3843658,.63203061,.083818391,1
44,2012,4.3370996,.37220249,.61926699,.11043622,1
44,2013,4.3325191,.36610258,.6119743,.060453869,1
44,2014,4.3348355,.37300307,.66436231,.0046255607,0
44,2015,4.3000951,,,0,
45,1960,3.4164741,.18378378,,.15331544,5.5
45,1961,3.4361627,.20376673,,.073260076,9.5
45,1962,3.4286206,.24112804,,.11181513,2
45,1963,3.4717317,.24761789,.52192152,.13499831,5
45,1964,3.6168954,.26952454,.22327039,.19328341,4.5
45,1965,3.6233528,.28482467,.19287267,.26184243,6
45,1966,3.8057046,.28588712,.56555587,.10949476,6
45,1967,3.7826877,.29098514,.46769488,.082467422,5
45,1968,3.7880268,.28348401,.40508422,.13033561,5
45,1969,3.8399806,.27320078,.38022098,.20237063,3
45,1970,3.8551555,.27494171,.12729131,.097710773,7
45,1971,3.9346499,.29907912,-.038057156,.05811926,4
45,1972,3.980912,.2943722,.22150245,.11494253,3
45,1973,3.9114239,.29414994,.43743622,.18393624,6
45,1974,3.9019485,.29253152,.3983978,.21305928,3
45,1975,3.9817734,.30737326,.42783293,.14600062,4.5
45,1976,3.985651,.30369353,.343564,.15503876,4
45,1977,4.0216851,.31059501,.40099388,.12366819,4
45,1978,4.0285306,.30588403,.10731568,.18728346,4.5
45,1979,4.0541916,.31355864,.39633963,.15888427,4
45,1980,4.054575,.32071039,.37254924,.19402064,4
45,1981,4.0720291,.32438302,.23619217,.1779058,4
45,1982,4.0822825,.32451379,.39646995,.12411054,3
45,1983,4.0971184,.32581535,.5108186,.11194626,4.5
45,1984,4.1279469,.34110972,.35091239,.096827053,4
45,1985,4.1552448,.34508798,.52945906,.097922638,4
45,1986,4.1819291,.34436813,.50510597,.12497533,5
45,1987,4.147769,.3370629,.64098018,.099622853,3.5
45,1988,4.2170892,.34371579,.66521776,.12132242,4
45,1989,4.2680392,.34421143,.69305325,.070130013,3
45,1990,4.29638,.34147626,.59224814,.13645323,4
45,1991,4.3136563,.35769615,.54203671,.12141816,3
45,1992,4.3259668,.35511369,.62825692,.075535834,3
45,1993,4.3706241,.36413243,.64802247,.12353042,3
45,1994,4.3633113,.37357104,.60151058,.11263213,4
45,1995,4.3946619,.36911908,.59325808,.10478801,5
45,1996,4.4265761,.38667777,.60010064,.13481127,4
45,1997,4.4441228,.38891903,.66903013,.093508363,4
45,1998,4.4415851,.37903509,.47897872,.11576167,6
45,1999,4.4483199,.37873659,.67049676,.1460374,4
45,2000,4.440484,.37914354,.78813493,.097921878,4
45,2001,4.4468789,.37886137,.64612424,.096490599,4
45,2002,4.4694686,.38214025,.79382271,.10177772,4
45,2003,4.4939041,.39068487,.69152343,.11224424,3
45,2004,4.5397782,.40386194,.59588784,.089450598,4
45,2005,4.5453196,.41303602,.68164003,.079769805,3
45,2006,4.5656352,.41185784,.78003222,.10059268,3
45,2007,4.5944366,.4224427,.86435807,.091593727,3
45,2008,4.6289606,.43357956,.74084687,.10574302,2
45,2009,4.6549845,.43769437,.85041213,.092953257,3
45,2010,4.6712098,.4449043,.74569941,.1193928,2
45,2011,4.7002449,.45572209,.6886695,.06580653,2
45,2012,4.7070675,.46004769,.82744104,.064780824,2
45,2013,4.7232752,.45501056,.84789646,.022693748,1
45,2014,4.7493577,.46541184,.88785607,.0017809122,0
45,2015,4.7427487,,,0,
46,1975,3.1826999,0,,0,
46,1976,3.2591159,.11282051,,0,
46,1977,3.1975563,.039079461,.17425868,0,
46,1978,3.0068936,.13511188,,.098425195,23
46,1979,3.2435341,.067698769,,.057077624,30
46,1980,3.2552724,.095144793,,0,
46,1981,3.1781132,.077458933,,.066357002,22
46,1982,3.2362852,.10634949,.20019913,.058038305,32
46,1983,3.353724,.11661342,.032565404,0,
46,1984,3.409426,.12376957,.059390172,.077911958,21
46,1985,3.3814762,.080982968,.062691547,0,
46,1986,3.4109459,.095439427,.34177771,.038819876,27
46,1987,3.4206157,.12298746,.19096707,.11389522,22
46,1988,3.4385424,.089089535,.20959705,.036429871,25
46,1989,3.4542348,.10342497,-.13416073,.035137035,11
46,1990,3.4334497,.11734074,.094205305,.073719129,11
46,1991,3.4390168,.099535502,-.23578434,.072780207,14
46,1992,3.4549973,.13163783,-.00060287525,.035075411,19
46,1993,3.4405942,.095035315,.0067464081,.10877448,13
46,1994,3.4158077,.089155748,-.021685719,0,
46,1995,3.4217684,.13391308,.21069665,.037864447,10
46,1996,3.4224257,.12901938,.028047709,.07561437,9
46,1997,3.4164741,.12727089,,0,
46,1998,3.4590907,.12771679,.37249675,0,
46,1999,3.4224257,.13236354,.42020139,0,
46,2000,3.4132998,.13367204,.099904813,0,
46,2001,3.4176378,.11396885,.099739581,0,
46,2002,3.3852487,.10554478,.25029022,.041186161,6
46,2003,3.3732798,.10330144,.18597649,0,
46,2004,3.361161,.10988084,.028465549,0,
46,2005,3.393224,.11625949,.38245827,0,
46,2006,3.3725438,.1328655,.14637333,0,
46,2007,3.3814762,.10234087,.30860686,.041545492,5
46,2008,3.4097641,.099230155,.18341067,0,
46,2009,3.4385424,.097219527,,0,
46,2010,3.4391747,.12213449,.12674613,0,
46,2011,3.4126284,.11054047,.11928954,0,
46,2012,3.4119563,.10856455,.017900506,0,
46,2013,3.3848908,.098259568,.24056858,0,
46,2014,3.3814762,.12293123,.20940202,0,
46,2015,3.193403,,,0,
47,1960,3.3070679,.15277196,,.34516767,8
47,1961,3.3684728,.21072488,,0,
47,1962,3.3436055,.24155401,.071069807,.090661831,7
47,1963,3.3248994,.21965407,.21058777,.23663038,7
47,1964,3.413132,.24317038,.13793892,.11587486,8
47,1965,3.5482666,.26418948,.1145377,.14148274,8
47,1966,3.5803547,.26818594,.21682101,.18396847,9
47,1967,3.596817,.25883374,.34311965,.1771255,2
47,1968,3.5141492,.27243319,.095178403,.12243649,10.5
47,1969,3.5193028,.2789728,.23125501,.090744101,5
47,1970,3.4766867,.28584397,.3925851,.26693359,5
47,1971,3.5338991,.29615295,.45193109,.14624159,6
47,1972,3.5739155,.28879154,.38672599,.080021337,4
47,1973,3.6390879,.29315174,.17674877,.091827363,7
47,1974,3.660486,.28483742,.29963657,.10926574,5
47,1975,3.6724672,.28842956,.13860166,.21258503,6
47,1976,3.647774,.28967708,.3431676,.15751575,4
47,1977,3.8566082,.31612328,.11592438,.16694491,4
47,1978,3.8499105,.31949586,.2197212,.084769711,4.5
47,1979,3.8599186,.31539696,.27700117,.027612867,5
47,1980,3.9477277,.31196436,.42063814,.067674264,4
47,1981,3.9546766,.32625332,.34619665,.14430015,5
47,1982,3.9797304,.33446047,.3898156,.083822295,7
47,1983,3.9744656,.33721626,.39066905,.15908368,2
47,1984,4.033906,.34322983,.38724849,.064742878,5
47,1985,4.075182,.35170388,.48201191,.10092515,5
47,1986,4.1363716,.35157681,.42661044,.087661624,5
47,1987,4.0941215,.35171226,.61762911,.088566825,4
47,1988,4.1210341,.3559365,.4417901,.1210837,5
47,1989,4.0110626,.35280913,.79280519,.10723338,6
47,1990,4.0384612,.35703647,.81207269,.14643969,4
47,1991,4.0815635,.3814697,.67204398,.15746726,4
47,1992,4.0876751,.38598019,.70871794,.15526681,4
47,1993,4.1733904,.38563558,.57241243,.11404038,4
47,1994,4.2135444,.3973335,.50458562,.09785334,4
47,1995,4.3007913,.39849088,.57486796,.080044024,3.5
47,1996,4.2966213,.40755036,.75923115,.10607132,3
47,1997,4.3397694,.41159749,.66166103,.08231958,5
47,1998,4.3729858,.41754624,.61844397,.10591425,3
47,1999,4.400054,.42419639,.7357738,.1114561,4
47,2000,4.4123597,.42012525,.74901968,.10060363,4.5
47,2001,4.3837614,.41304421,.69281739,.12811506,5
47,2002,4.4430437,.41709629,.8151409,.039659649,4
47,2003,4.4449034,.41234794,.90918082,.068210378,3
47,2004,4.5950551,.40862393,.84908962,.030487806,2.5
47,2005,4.6114898,.40981475,.88759845,.044033464,3
47,2006,4.6317682,.41512018,.87370825,.060702279,3
47,2007,4.6428404,.41734356,.75543761,.059174292,2
47,2008,4.6651683,.42570627,.86425585,.047561396,3
47,2009,4.6867881,.42912832,.83799434,.061706811,2
47,2010,4.6708302,.42616972,.87083215,.06615027,1
47,2011,4.6825962,.42983443,.83967906,.047767393,1
47,2012,4.7182274,.42806971,.79841542,.013392772,1
47,2013,4.7074509,.43197912,.85383755,.015690582,1
47,2014,4.6948857,.4244906,.7922402,0,
47,2015,4.6568646,,,0,
48,1960,3.0157788,0,,0,
48,1961,2.8915374,.14667365,,0,
48,1962,2.9960737,.10958165,-.22480077,0,
48,1963,2.9474337,.13040124,,0,
48,1964,3.0043213,.1226499,,0,
48,1965,3.1325798,.19893906,-.30215663,.073691964,25
48,1966,3.0499928,.082127772,,0,
48,1967,3.107888,.11539397,,0,
48,1968,3.0378249,.15487179,,0,
48,1969,3.0398107,.13583015,,0,
48,1970,3.1095786,.16192599,.22226717,0,
48,1971,3.0136797,.092311516,.11742439,0,
48,1972,2.9390197,.072794229,,.1150748,15
48,1973,3.0358298,.15939808,,0,
48,1974,3.0358298,.15014638,,0,
48,1975,3.0744507,.15171924,.31262961,0,
48,1976,3.0464952,.17889942,.2915189,0,
48,1977,3.1401937,.177503,.26102552,0,
48,1978,3.1690865,.16579232,.28515619,0,
48,1979,3.1625645,.19753832,.32728294,.068775788,5
48,1980,3.1592662,.20024487,.36209521,.13860014,6.5
48,1981,3.1379867,.22852543,.24970248,0,
48,1982,3.1119342,.20257172,.088382795,0,
48,1983,3.149219,.20952964,.35656765,.14184397,15
48,1984,3.1616673,.2075759,.39296377,.13783598,2
48,1985,3.1676128,.22796044,.17353947,0,
48,1986,3.1068707,.22518122,.28553632,.15637216,11.5
48,1987,3.1024337,.20901239,.38288599,0,
48,1988,3.1461279,.22703131,.41100121,.071428575,2
48,1989,3.2886963,.19022942,.26746383,.051440328,7
48,1990,3.4356852,.22724023,.15131716,.036670335,13
48,1991,3.3142886,.19823542,.027189339,.048496604,3
48,1992,3.3253105,.21871319,.230141,.09456265,15.5
48,1993,3.3199384,.19469655,,.095739588,5
48,1994,3.3575537,.21202104,,.043898158,11
48,1995,3.3322365,.22049409,.38514435,.046533272,3
48,1996,3.3236644,.24768776,.2720848,.047460847,9
48,1997,3.426023,.24228312,.13253193,.037495311,11
48,1998,3.3643634,.23417945,.41156253,.086430423,3
48,1999,3.3224261,.25250837,.38787588,.19038554,9.5
48,2000,3.3352573,.26236811,-.0013528551,.092421442,6
48,2001,3.2547896,.26070753,.13114212,.055617351,8
48,2002,3.2757719,.27284425,.4508484,0,
48,2003,3.357363,.25747448,.18456233,.043917436,8
48,2004,3.3649261,.27500963,,.043159258,2
48,2005,3.3989811,.28896257,.51968294,.039904229,6
48,2006,3.4148064,.29169551,.48861194,0,
48,2007,3.5371892,.31350997,.35223716,.087082729,6
48,2008,3.5976951,.33257395,.53016627,.05050505,5
48,2009,3.5888317,.32641244,.60691363,.051546391,3.5
48,2010,3.5651391,.32335389,.58237559,0,
48,2011,3.5950551,.33505943,.5620575,.025406504,3
48,2012,3.6255183,.34770569,,0,
48,2013,3.6288996,.34919131,.61100388,0,
48,2014,3.6507931,.37088951,.63440418,0,
48,2015,3.5474055,,,0,
50,1964,.69897002,,,0,
50,1965,1.0413927,0,,0,
50,1966,1.0791812,0,-.40824831,0,
50,1967,.90309,0,1,0,
50,1968,1.1461281,,,0,
50,1969,1,0,,0,
50,1970,1.4913617,0,,0,
50,1971,1.6434526,.055147059,,2.2727273,27
50,1972,1.6127839,.2060606,,0,
50,1973,1.6232493,0,,0,
50,1974,1.5185139,.10991637,.31958365,0,
50,1975,1.6334685,.13949433,.29046476,0,
50,1976,1.6720978,.043290045,.1408454,0,
50,1977,2.0374265,.12587413,.1378496,0,
50,1978,2.2355285,.13285024,.19924861,0,
50,1979,2.3010299,.17879818,,0,
50,1980,2.4116197,.19770004,.31136096,.38759691,11
50,1981,2.4593925,.3216027,.28327116,.34722221,7
50,1982,2.4771214,.22955883,.18833387,0,
50,1983,2.620136,.29957888,.17105503,0,
50,1984,2.6354837,.29937893,.20538037,.23148148,9
50,1985,2.6972294,.28528231,.41391626,0,
50,1986,2.7058637,.27327824,.32151994,.19685039,4
50,1987,2.854913,.33062705,.42803127,.1396648,18
50,1988,2.9095559,.32020423,.53189695,0,
50,1989,2.9258275,.38530767,.62683463,.23724793,6
50,1990,3.0449317,.38175765,.55654478,.090171322,11
50,1991,3.2884729,.40449175,.45349294,.15440041,7
50,1992,3.5324996,.4180789,.44759032,.08802817,10
50,1993,3.8229523,.40528217,.60999185,.015033073,11
50,1994,4.0823545,.39957836,.46098244,.024818001,8
50,1995,4.0740113,.42890093,.57359916,.050598752,7
50,1996,3.9802308,.41655642,.54527342,.041862898,7
50,1997,4.0886674,.42772722,.64738482,.057072971,8
50,1998,4.1834693,.41913295,.57427555,.045880578,6
50,1999,4.0715876,.42767012,.61765367,.016960651,9
50,2000,4.2381215,.46197191,.65104651,.034676068,5
50,2001,4.3577442,.46197477,.60270995,.030715225,8
50,2002,4.5438571,.48500702,.63616687,.025726782,4
50,2003,4.5459499,.49783492,.73945481,.0085343653,6
50,2004,4.6003737,.50326473,.7272954,.015058351,4.5
50,2005,4.6623707,.51685441,.64256722,.013055114,5.5
50,2006,4.7876587,.52471447,.82757705,.014675189,7
50,2007,4.7051105,.51078117,.74153012,.0059157596,7
50,2008,4.6800542,.51494235,.78510332,.0062671038,4
50,2009,4.7101936,.50967586,.78897804,.0038979517,3.5
50,2010,4.4656801,.46419832,.79573041,.013689253,3.5
50,2011,4.4806395,.47603202,.84226465,.009919323,3
50,2012,4.5350027,.47538874,.82915288,.0029174082,2
50,2013,4.5067215,.4829728,.82014269,0,
50,2014,4.4478865,.49006945,.80847341,0,
50,2015,4.3524914,,,0,
51,1961,1.230449,0,,0,
51,1962,.95424253,.1969697,,0,
51,1963,1,.24074075,.52617079,0,
51,1964,1,.11904762,.30078033,0,
51,1965,2.2741578,.20714286,.4673259,0,
51,1966,2.3521826,.16149068,.39373273,0,
51,1967,2.303196,.073043481,.13583584,0,
51,1968,2.4487064,.21439394,.10139417,0,
